epoch,loss,loss_val,train_acc,val_acc,train_roc,val_roc,lr
0.0,0.002760029530983992,0.002530551056934382,0.9815868892539252,0.9821949347659248,0.5018005065205319,0.7652879490868725,0.001
1.0,0.00250847018976871,0.0025917897454776724,0.982159911372579,0.9821949347659248,0.49998055382700685,0.7573758830851802,0.001
2.0,0.0024490077824138243,0.0024310226612942365,0.9821217098980021,0.9821949347659248,0.4999611076540137,0.8296231631019932,0.001
3.0,0.002421528690510927,0.0029599467490414475,0.9821981128471559,0.977897160399079,0.5,0.8084385491267493,0.001
4.0,0.0023638518472111148,0.0023560868047252125,0.9821217098980021,0.9821949347659248,0.5010169302982248,0.8259587974414105,0.001
5.0,0.0023188514536202614,0.0022963224855163697,0.982159911372579,0.9821949347659248,0.49998055382700685,0.8429415156463025,0.001
6.0,0.0023034794348095558,0.0023856550258179055,0.9821217098980021,0.9821949347659248,0.4999611076540137,0.8366137489155094,0.001
7.0,0.002285179513027606,0.0022903801580277756,0.9820835084234252,0.9821949347659248,0.49994166148102054,0.8417027714459695,0.001
8.0,0.002266037416257556,0.0024595110532266594,0.9820835084234252,0.9821949347659248,0.49994166148102054,0.8587683420362019,0.001
9.0,0.0022502084971985593,0.0024559320441496515,0.9821217098980021,0.9821949347659248,0.502072752942436,0.8580031362659036,0.001
10.0,0.00225747806489816,0.0023121275356524007,0.9820453069488482,0.9821949347659248,0.5009780379522385,0.8334842189781809,0.001
11.0,0.0021701042257918505,0.0023475466033047836,0.9820835084234252,0.9821949347659248,0.5009974841252317,0.8538052820753242,0.001
12.0,0.002046071903242663,0.002567827151914957,0.9822363143217329,0.9821949347659248,0.5021310914614154,0.8489270952896735,0.0003
13.0,0.0019911469878645858,0.0025034951339336434,0.982159911372579,0.9821949347659248,0.5020921991154291,0.8531060887746469,0.0003
