epoch,loss,loss_val,train_acc,val_acc,train_roc,val_roc,lr
0.0,0.001040587572438436,0.0011610927774060892,0.9801590335652572,0.9797979797979798,0.5242885284431683,0.8909425000805924,0.001
1.0,0.0009788153999272095,0.001137450065204083,0.9819175777964676,0.9822467095194368,0.5230720973747504,0.8920493009961208,0.001
2.0,0.0009640967454873775,0.001269633223628782,0.9820322654637205,0.9819406183042547,0.5231304790351249,0.8569607569228785,0.001
3.0,0.0009553695326106045,0.0012246870505901461,0.9820322654637205,0.9785736149372513,0.5189072459801403,0.8768791437874083,0.001
4.0,0.0009183967065009703,0.0011597796794959839,0.9817646609067971,0.9813284358738904,0.52510587168841,0.8788596995519069,0.001
5.0,0.0007900576807102239,0.0012529540522936828,0.9832556005810842,0.9814814814814815,0.574432013405601,0.8796394300512567,0.0003
6.0,0.0007222902397859777,0.0011775795188644074,0.983370288248337,0.9816345270890725,0.597718176868391,0.8969533424313085,0.0003
7.0,0.0006600338679044283,0.0013443466908802863,0.9853964370364707,0.9813284358738904,0.6494283828614881,0.8897510772504057,0.0003
8.0,0.000599416318345339,0.0016648826439541237,0.9860845630399878,0.9796449341903888,0.6835645372636118,0.8793345225174886,0.0003
9.0,0.0005705982911975782,0.001354479507921149,0.9866962305986696,0.9758187940006122,0.7081594961851039,0.8861418854299868,0.0003
10.0,0.00047905621859330096,0.0015636586151464046,0.9891429008333971,0.980257116620753,0.7611395765299867,0.8937793490291314,8.999999999999999e-05
11.0,0.0004073724540999234,0.0017090395812515624,0.9902515482835079,0.9793388429752066,0.7986572218113883,0.8925503164590967,8.999999999999999e-05
