image_name,target
ISIC_0052060,0.0004300376975
ISIC_0052349,0.000115000295125
ISIC_0058510,1.7495437862500002e-05
ISIC_0073313,2.4209536925e-05
ISIC_0073502,0.0061868544
ISIC_0074618,0.00049737808
ISIC_0076801,0.00135797943375
ISIC_0077586,0.0018000168362500002
ISIC_0082004,0.0013597134325
ISIC_0082785,0.00556629625
ISIC_0085332,2.024634825e-05
ISIC_0087243,3.8450777125e-05
ISIC_0088167,0.00025327834425
ISIC_0089356,5.5817347375000006e-05
ISIC_0090283,0.004808283675
ISIC_0092481,0.00018366662600000002
ISIC_0095455,0.0008058241105
ISIC_0095790,9.179551987500001e-05
ISIC_0097719,0.0054573468
ISIC_0099348,0.005354985475
ISIC_0101040,0.000745204349625
ISIC_0101383,0.0020168578175000004
ISIC_0105104,0.00104672277125
ISIC_0108196,0.0001930510905
ISIC_0112420,0.035543222
ISIC_0114232,1.89978341375e-05
ISIC_0115798,0.0006136266237499999
ISIC_0116844,2.9533990875e-05
ISIC_0126432,0.00012342282425
ISIC_0131485,7.1496052375e-05
ISIC_0131912,2.0666387624999998e-05
ISIC_0131978,7.6630291375e-05
ISIC_0139322,0.00106792143375
ISIC_0142066,0.00066906041125
ISIC_0143109,0.0045733682925
ISIC_0148210,0.00431325265
ISIC_0148937,0.0017489062874999999
ISIC_0150213,0.00069487267125
ISIC_0152553,2.9334912125e-05
ISIC_0153127,0.000200150024375
ISIC_0154289,0.000143696918375
ISIC_0155813,0.011571375937500001
ISIC_0155983,0.038552498874999994
ISIC_0157088,0.00038529102774999995
ISIC_0158761,4.43641245e-05
ISIC_0161963,0.0032549383399999997
ISIC_0165178,0.0059795386499999995
ISIC_0165230,0.006842995300000001
ISIC_0165615,1.4153728799999999e-05
ISIC_0165617,0.0026581051125000002
ISIC_0165674,2.759417025e-05
ISIC_0165928,0.0019754815462500004
ISIC_0166561,3.46462351875e-05
ISIC_0168125,0.0069578893125
ISIC_0169378,0.0025081849781249995
ISIC_0169575,0.00012428524087499998
ISIC_0169906,0.044817274
ISIC_0171865,0.057082255624999995
ISIC_0172678,5.1150177375000006e-05
ISIC_0174800,0.00082003124125
ISIC_0175014,0.0007086901475
ISIC_0175798,0.020942085250000003
ISIC_0176152,0.002290517445
ISIC_0177083,5.8247460625e-05
ISIC_0178235,0.016159622
ISIC_0178258,0.001820277605
ISIC_0178428,0.00365846255
ISIC_0178741,0.0173659268375
ISIC_0180057,0.0039915318625
ISIC_0182213,0.052560478
ISIC_0183334,6.380727025000001e-05
ISIC_0183449,0.021234408000000003
ISIC_0183658,2.1167940875e-05
ISIC_0183771,0.000141978679625
ISIC_0186715,0.0072731346500000005
ISIC_0187786,2.0128154087500003e-05
ISIC_0188485,0.00053235502275
ISIC_0191895,0.014306639650000001
ISIC_0192184,0.0036313620387499997
ISIC_0192807,6.158007387499999e-05
ISIC_0193289,0.0039407342775
ISIC_0194115,0.000571862765
ISIC_0195744,0.0009994165375000002
ISIC_0195995,0.00019410925137500003
ISIC_0196159,0.009025171425
ISIC_0196622,0.00016181075362500002
ISIC_0196807,0.00211024829
ISIC_0197182,0.000512864373375
ISIC_0197440,0.0019448955224999997
