image_name,target
ISIC_0052060,0.0004981495189852759
ISIC_0052349,5.0588877429849376e-05
ISIC_0058510,1.9349603345506738e-05
ISIC_0073313,2.1159846721665182e-05
ISIC_0073502,0.0028021392109380742
ISIC_0074618,0.0022852591383992304
ISIC_0076801,0.0019780422253071585
ISIC_0077586,0.002428271585579257
ISIC_0082004,0.0013534830562832328
ISIC_0082785,0.004192739121638702
ISIC_0085332,2.0420691870235315e-05
ISIC_0087243,3.113263386687928e-05
ISIC_0088167,9.311505317172004e-05
ISIC_0089356,6.105279869369717e-05
ISIC_0090283,0.003406555572204568
ISIC_0092481,8.601095603095867e-05
ISIC_0095455,0.0009324820620846116
ISIC_0095790,5.0808668494254356e-05
ISIC_0097719,0.022741462256508062
ISIC_0099348,0.00901697484291425
ISIC_0101040,0.0005525333986548964
ISIC_0101383,0.002463550209302049
ISIC_0105104,0.0029638957883877685
ISIC_0108196,0.0011032988647587886
ISIC_0112420,0.060095983665328846
ISIC_0114232,2.3438989392828613e-05
ISIC_0115798,0.0007523259764854716
ISIC_0116844,3.356279235420035e-05
ISIC_0126432,0.00020933779225608824
ISIC_0131485,8.015945348835569e-05
ISIC_0131912,1.8290346583534817e-05
ISIC_0131978,0.00010820795990896117
ISIC_0139322,0.0008736546624547351
ISIC_0142066,0.0010663278616856535
ISIC_0143109,0.0034552230189633147
ISIC_0148210,0.005248174001327623
ISIC_0148937,0.0037168732546517783
ISIC_0150213,0.0008343839116058088
ISIC_0152553,2.4067889205231242e-05
ISIC_0153127,0.0001704828881450812
ISIC_0154289,0.00016117770460209488
ISIC_0155813,0.012260583536317073
ISIC_0155983,0.07108088653466914
ISIC_0157088,0.0003705347342186939
ISIC_0158761,2.9948533295817536e-05
ISIC_0161963,0.000987134466168186
ISIC_0165178,0.008112163825060338
ISIC_0165230,0.006606549131325431
ISIC_0165615,1.4922810967447721e-05
ISIC_0165617,0.0034321828457923526
ISIC_0165674,1.9489159227931322e-05
ISIC_0165928,0.002911692971189625
ISIC_0166561,2.506619454097891e-05
ISIC_0168125,0.012406334649729997
ISIC_0169378,0.003118744162859452
ISIC_0169575,8.399668024018414e-05
ISIC_0169906,0.044414207013951115
ISIC_0171865,0.0757028949904446
ISIC_0172678,4.191373547288343e-05
ISIC_0174800,0.0014687058183552742
ISIC_0175014,0.0003745466369055019
ISIC_0175798,0.01913238225927033
ISIC_0176152,0.0031017404025532195
ISIC_0177083,5.7299368310681414e-05
ISIC_0178235,0.02283889434329747
ISIC_0178258,0.003530744629528691
ISIC_0178428,0.003870696440878388
ISIC_0178741,0.009170975033608232
ISIC_0180057,0.003556749385559729
ISIC_0182213,0.06374879809664014
ISIC_0183334,5.562118877106562e-05
ISIC_0183449,0.043588777825598175
ISIC_0183658,1.967337575116617e-05
ISIC_0183771,0.00014813169928461835
ISIC_0186715,0.011523636514050278
ISIC_0187786,1.9096153484139597e-05
ISIC_0188485,0.0004851157547241377
ISIC_0191895,0.02794003258558753
ISIC_0192184,0.0021240413063147723
ISIC_0192807,3.7911562631285186e-05
ISIC_0193289,0.004769751025768123
ISIC_0194115,0.0007301338624065592
ISIC_0195744,0.002215627465636623
ISIC_0195995,8.574245416092005e-05
ISIC_0196159,0.0093592532207342
ISIC_0196622,6.321951006413059e-05
ISIC_0196807,0.0020363094530169382
ISIC_0197182,0.001385181169107304
ISIC_0197440,0.0017713124214779974
ISIC_0197860,0.0025128420311249797
ISIC_0198376,3.47471581987206e-05
ISIC_0198622,7.593717130605829e-05
ISIC_0199195,0.001657653418209482
ISIC_0199718,6.30252211006365e-05
ISIC_0199780,4.6641502458312034e-05
ISIC_0200120,0.06163396397215484
ISIC_0204399,1.6887367981008914e-05
ISIC_0204875,4.135550515308771e-05
ISIC_0205627,4.606710318051234e-05
ISIC_0206261,0.0011570587598975386
ISIC_0206934,0.0018498096439086115
ISIC_0207197,0.00816202839096912
ISIC_0208233,0.0026128663116307084
ISIC_0209640,7.594518848078273e-05
ISIC_0210915,0.0014360820612338019
ISIC_0212435,4.503279263464518e-05
ISIC_0212468,0.00027826776444526264
ISIC_0213848,0.0013996729053561735
ISIC_0216203,0.0008450210670600159
ISIC_0216447,0.098287646486585
ISIC_0220438,0.11241305901086521
ISIC_0220466,0.0022097797089578445
ISIC_0223354,0.00017418330893313147
ISIC_0223463,0.00940566214384514
ISIC_0223760,2.7558070633660192e-05
ISIC_0224309,0.0006733415927085633
ISIC_0225471,0.001209031602443554
ISIC_0225894,0.0028788157296048755
ISIC_0226234,0.00012188513994205817
ISIC_0227767,1.3266429975111618e-05
ISIC_0228452,0.001734435617919769
ISIC_0229266,0.0030517562157745056
ISIC_0230247,0.00031217546976306545
ISIC_0230499,0.01531995908755093
ISIC_0231539,0.0007147090920209263
ISIC_0231788,0.0008152618764583952
ISIC_0232763,0.016902421559478995
ISIC_0235107,0.004237673218448361
ISIC_0235501,0.028811261818053106
ISIC_0235505,0.009104266624242885
ISIC_0235542,0.005357854285881047
ISIC_0238185,1.6111700054998483e-05
ISIC_0238872,0.03046520719599101
ISIC_0239635,0.02878086464449016
ISIC_0240839,1.2606927948473508e-05
ISIC_0241566,0.010461455172069577
ISIC_0243686,0.007249127556915587
ISIC_0243937,0.0009804832062140741
ISIC_0244266,0.00011428341694435162
ISIC_0244465,0.00026895125837077087
ISIC_0244617,0.00017354103664756482
ISIC_0244885,0.00020909708087091795
ISIC_0245273,0.0021351906444428597
ISIC_0246008,2.2242121759549513e-05
ISIC_0246211,0.001021189264610801
ISIC_0248702,0.0004955772961576725
ISIC_0251455,0.003390988920437173
ISIC_0251656,0.0102768212204295
ISIC_0252811,0.004630874366320813
ISIC_0254594,1.6189059574125625e-05
ISIC_0255112,6.530091060068417e-05
ISIC_0256267,3.7440646315650664e-05
ISIC_0258149,0.00465638178639789
ISIC_0258489,0.0005508593838371973
ISIC_0258717,0.003360436803302348
ISIC_0259209,0.013420402827382293
ISIC_0259237,0.0017018547554636873
ISIC_0261866,0.0014201950306035184
ISIC_0261904,0.0003419302510673438
ISIC_0261907,7.656125394169184e-05
ISIC_0262392,0.0032379550725154973
ISIC_0262492,0.0028339996558523644
ISIC_0263920,0.0005026879284674777
ISIC_0265011,7.938713978846146e-05
ISIC_0267082,0.0005859893832504463
ISIC_0268025,4.0216339688775734e-05
ISIC_0268451,0.000870359718854327
ISIC_0269476,3.6948875389857024e-05
ISIC_0270022,0.0011253482923742697
ISIC_0270367,0.0028506267289478177
ISIC_0271223,0.0016452486229284892
ISIC_0272190,0.0004138507607980047
ISIC_0273533,0.0002528597554331509
ISIC_0274458,0.018176496883964936
ISIC_0274698,0.004250810980489643
ISIC_0274789,0.11549609735644814
ISIC_0276718,5.1239741537476085e-05
ISIC_0280382,0.0003468357767789788
ISIC_0280752,0.000406712905282135
ISIC_0280782,0.03236039108377301
ISIC_0280827,0.009907493528685836
ISIC_0281227,0.0030210826800615305
ISIC_0282269,0.000104809258746871
ISIC_0282486,0.0004416729996771911
ISIC_0282737,0.0003221662701815891
ISIC_0284147,8.122529358936434e-06
ISIC_0284441,0.002878818835245082
ISIC_0284485,0.000193085516427935
ISIC_0285491,0.00240254045517719
ISIC_0285697,0.0011538961043277953
ISIC_0286688,0.003479343502675089
ISIC_0287132,2.3899567129626558e-05
ISIC_0287325,0.050319361044529005
ISIC_0288225,7.812799527184737e-05
ISIC_0290187,2.084992641903581e-05
ISIC_0291705,5.84779654930236e-05
ISIC_0292996,0.011912325075317741
