image_name,target
ISIC_0052060,0.0007947158650495112
ISIC_0052349,0.00016553410823689775
ISIC_0058510,0.0001916147564770654
ISIC_0073313,0.00024141964968293905
ISIC_0073502,0.007752501405775547
ISIC_0074618,0.0031454477924853564
ISIC_0076801,0.002328381594270468
ISIC_0077586,0.002801068453118205
ISIC_0082004,0.0035712272161617874
ISIC_0082785,0.002636919426731765
ISIC_0085332,0.00024161981127690524
ISIC_0087243,0.00018163321219617502
ISIC_0088167,0.000371198111679405
ISIC_0089356,0.00046395144890993835
ISIC_0090283,0.014648178964853287
ISIC_0092481,0.0007281804282683879
ISIC_0095455,0.0034836229402571916
ISIC_0095790,0.00016210305620916187
ISIC_0097719,0.02733836378902197
ISIC_0099348,0.014829917624592782
ISIC_0101040,0.0011137847672216595
ISIC_0101383,0.0003876036964356899
ISIC_0105104,0.0034957029623910786
ISIC_0108196,0.0021789905847981574
ISIC_0112420,0.17759107798337936
ISIC_0114232,0.00022442292392952368
ISIC_0115798,0.002699690964072943
ISIC_0116844,0.0003532301809173077
ISIC_0126432,0.0008377584163099527
ISIC_0131485,0.0006002865848131478
ISIC_0131912,0.00016592905740253627
ISIC_0131978,0.0007172443321906031
ISIC_0139322,0.0018112950026988983
ISIC_0142066,0.0018420257372781634
ISIC_0143109,0.0022957968758419156
ISIC_0148210,0.007520669139921665
ISIC_0148937,0.0014300894923508166
ISIC_0150213,0.002933711954392493
ISIC_0152553,0.00017718237068038435
ISIC_0153127,0.00025250182079616934
ISIC_0154289,0.0003877920506056398
ISIC_0155813,0.02254911381751299
ISIC_0155983,0.08536550849676132
ISIC_0157088,0.0016559170850086956
ISIC_0158761,0.00021530978556256742
ISIC_0161963,0.003173976205289364
ISIC_0165178,0.010786145832389593
ISIC_0165230,0.0076334596611559394
ISIC_0165615,0.00027419037651270627
ISIC_0165617,0.0035166867543011903
ISIC_0165674,0.00021875645907130093
ISIC_0165928,0.004115508263930678
ISIC_0166561,0.00027614123246166855
ISIC_0168125,0.02056338656693697
ISIC_0169378,0.002132784272544086
ISIC_0169575,0.0004523261886788532
ISIC_0169906,0.08560322150588036
ISIC_0171865,0.07194023914635181
ISIC_0172678,0.00019904279615730048
ISIC_0174800,0.0026539729675278067
ISIC_0175014,0.0011880309670232237
ISIC_0175798,0.03988446891307831
ISIC_0176152,0.0043159167282283304
ISIC_0177083,0.0003867773892125115
ISIC_0178235,0.026066920533776284
ISIC_0178258,0.00602568881586194
ISIC_0178428,0.004363857628777623
ISIC_0178741,0.007248156750574708
ISIC_0180057,0.0019875567406415938
ISIC_0182213,0.0810608722269535
ISIC_0183334,0.00040104473009705544
ISIC_0183449,0.06660328432917595
ISIC_0183658,0.00018348047160543501
ISIC_0183771,0.00020787255489267408
ISIC_0186715,0.02366176135838032
ISIC_0187786,0.00016433518321719022
ISIC_0188485,0.000862305797636509
ISIC_0191895,0.047964290156960486
