image_name,target
ISIC_0052060,0.0005240719267111955
ISIC_0052349,0.00010553260483824164
ISIC_0058510,4.668049416496538e-05
ISIC_0073313,8.055817475916308e-05
ISIC_0073502,0.004610413550862731
ISIC_0074618,0.001357019648237541
ISIC_0076801,0.002426480058360685
ISIC_0077586,0.003053924916990718
ISIC_0082004,0.0018109417348486881
ISIC_0082785,0.003903403555778308
ISIC_0085332,5.7475915621653815e-05
ISIC_0087243,5.9093783516977174e-05
ISIC_0088167,0.0003538453521443635
ISIC_0089356,0.00015641209969608524
ISIC_0090283,0.024488121152620845
ISIC_0092481,0.00041417530884338806
ISIC_0095455,0.0038116108765192335
ISIC_0095790,0.0001805558218083456
ISIC_0097719,0.021998008430026982
ISIC_0099348,0.010784714761366165
ISIC_0101040,0.0012979207124785893
ISIC_0101383,0.0013558163448979122
ISIC_0105104,0.003664037522246366
ISIC_0108196,0.001025567970593176
ISIC_0112420,0.07527377705035689
ISIC_0114232,0.00012176794210983212
ISIC_0115798,0.001531845454667055
ISIC_0116844,0.00039216047155832815
ISIC_0126432,0.000406376403765379
ISIC_0131485,0.00022229840001125386
ISIC_0131912,9.303036160135295e-05
ISIC_0131978,0.0002658079600470379
ISIC_0139322,0.0014776260734167906
ISIC_0142066,0.0019559168860996076
ISIC_0143109,0.003108089693917182
ISIC_0148210,0.0053129143269484095
ISIC_0148937,0.0026876259819201584
ISIC_0150213,0.0017057886997138604
ISIC_0152553,6.886188248700166e-05
ISIC_0153127,0.00047166362950187536
ISIC_0154289,0.0004366082741363691
ISIC_0155813,0.024279534787942873
ISIC_0155983,0.1212366267061963
ISIC_0157088,0.0011783571007894045
ISIC_0158761,8.693209157373154e-05
ISIC_0161963,0.0018338938005938187
ISIC_0165178,0.007352263212553441
ISIC_0165230,0.008650616745159875
ISIC_0165615,6.627390025203604e-05
ISIC_0165617,0.004868192605457017
ISIC_0165674,4.2103416799899465e-05
ISIC_0165928,0.0025408060879120614
ISIC_0166561,5.7192549359029124e-05
ISIC_0168125,0.025316365388750112
ISIC_0169378,0.002119356606348471
ISIC_0169575,0.0003478040712944886
ISIC_0169906,0.04892642362184574
ISIC_0171865,0.1725969264955672
ISIC_0172678,0.00012472082893674822
ISIC_0174800,0.000944808416311446
ISIC_0175014,0.0008155902936024658
ISIC_0175798,0.028586033029531537
ISIC_0176152,0.0035859066540225143
ISIC_0177083,0.0006267828932429287
ISIC_0178235,0.021120013588009336
ISIC_0178258,0.0035386963608122547
ISIC_0178428,0.005931224687370633
ISIC_0178741,0.008923809926771413
ISIC_0180057,0.0036315751359219826
ISIC_0182213,0.13093613006421834
ISIC_0183334,0.00012626217096071513
ISIC_0183449,0.04766367400167685
ISIC_0183658,3.778253385487131e-05
ISIC_0183771,0.00021100422171506676
ISIC_0186715,0.016503255731596573
ISIC_0187786,9.334554184403663e-05
ISIC_0188485,0.0006128254147631305
ISIC_0191895,0.023518420861177763
ISIC_0192184,0.002809648658044723
ISIC_0192807,0.00016690933550207005
ISIC_0193289,0.01364483759079797
ISIC_0194115,0.001340997779241233
ISIC_0195744,0.0022174659528526298
ISIC_0195995,0.00023437883298652154
ISIC_0196159,0.01508229565514551
ISIC_0196622,0.00011732877305095558
ISIC_0196807,0.006554001022478002
ISIC_0197182,0.0011274391935932515
ISIC_0197440,0.002117418446118518
ISIC_0197860,0.004919672373637134
ISIC_0198376,9.563590227795583e-05
ISIC_0198622,0.00042474120063375334
ISIC_0199195,0.0019280520820370397
ISIC_0199718,0.0002279322781899368
ISIC_0199780,9.324155611747813e-05
ISIC_0200120,0.06472771222933188
ISIC_0204399,6.402919708226885e-05
ISIC_0204875,8.137297414571316e-05
ISIC_0205627,0.00012266875344912694
ISIC_0206261,0.003191074967878372
ISIC_0206934,0.0036770132956856633
ISIC_0207197,0.013040690766807932
ISIC_0208233,0.005318679519245909
ISIC_0209640,0.0001230525127211742
ISIC_0210915,0.0010204998870028477
ISIC_0212435,6.699326512160424e-05
ISIC_0212468,0.0004323055352448683
ISIC_0213848,0.0012983108665325957
ISIC_0216203,0.0013441629546098188
ISIC_0216447,0.19636589645565083
ISIC_0220438,0.1410194605878373
ISIC_0220466,0.0026189886482830176
ISIC_0223354,0.0003890028668513727
ISIC_0223463,0.010291469459170538
ISIC_0223760,0.00022047029415176296
ISIC_0224309,0.0017267133159542473
ISIC_0225471,0.001159283099191328
ISIC_0225894,0.004055332108516404
ISIC_0226234,0.0003749374779066932
ISIC_0227767,3.939841158235751e-05
ISIC_0228452,0.0023044215563514767
ISIC_0229266,0.0031690234402795736
ISIC_0230247,0.000734477551067834
ISIC_0230499,0.009528962385918119
ISIC_0231539,0.0021694213662347872
ISIC_0231788,0.0009695404284222946
ISIC_0232763,0.02941863903161117
ISIC_0235107,0.003931433865645531
ISIC_0235501,0.020567081404867564
ISIC_0235505,0.009974410508167353
ISIC_0235542,0.006260045817892149
ISIC_0238185,0.00010454466101660761
ISIC_0238872,0.1276328241542085
ISIC_0239635,0.044990378110650535
ISIC_0240839,2.796070911935199e-05
ISIC_0241566,0.00966006821416457
ISIC_0243686,0.007204989304065121
ISIC_0243937,0.0016292580663071472
ISIC_0244266,0.0008005475937403958
ISIC_0244465,0.000864135946138303
ISIC_0244617,0.0002446632335270721
ISIC_0244885,0.0005609694076258519
ISIC_0245273,0.0024878848603277427
ISIC_0246008,4.6757894457891536e-05
ISIC_0246211,0.001647821309461305
ISIC_0248702,0.0008167948275875605
ISIC_0251455,0.003691700020811123
ISIC_0251656,0.014939571917111889
ISIC_0252811,0.0037722835395454547
ISIC_0254594,5.094374505871812e-05
ISIC_0255112,0.0003019600069378256
ISIC_0256267,0.0002915796061692368
ISIC_0258149,0.00510273064915307
ISIC_0258489,0.0008011738476015806
ISIC_0258717,0.00365622442161628
ISIC_0259209,0.01776961287974568
ISIC_0259237,0.0039793416815670475
ISIC_0261866,0.009903499647312118
ISIC_0261904,0.000320461554180958
ISIC_0261907,0.0004915776948700339
ISIC_0262392,0.007454674170432105
ISIC_0262492,0.0044129790496841665
ISIC_0263920,0.0005914723249147541
ISIC_0265011,0.00014037762742197864
ISIC_0267082,0.0005143302079322304
ISIC_0268025,8.732616262699867e-05
ISIC_0268451,0.0025690470158239854
ISIC_0269476,0.00011677207022571284
ISIC_0270022,0.0013850867798743058
ISIC_0270367,0.0024731334576606613
ISIC_0271223,0.0020280327706410643
ISIC_0272190,0.0007198331823086437
ISIC_0273533,0.00039659075723621313
ISIC_0274458,0.016576789379027117
ISIC_0274698,0.0026469072388307486
ISIC_0274789,0.17213777206598063
ISIC_0276718,9.982784339600387e-05
ISIC_0280382,0.000609440324942542
ISIC_0280752,0.0005777685360042
ISIC_0280782,0.06607589929525118
ISIC_0280827,0.010839836572793748
ISIC_0281227,0.005090435921221412
ISIC_0282269,0.0002493932919461392
ISIC_0282486,0.0019357858966603527
ISIC_0282737,0.0007882533643426052
ISIC_0284147,5.42574355421161e-05
ISIC_0284441,0.011697437051563314
ISIC_0284485,0.0003802320812199973
ISIC_0285491,0.00476944373895342
ISIC_0285697,0.0030951450458675638
ISIC_0286688,0.00285644428502519
ISIC_0287132,0.00011529127844318078
ISIC_0287325,0.06839362681994673
ISIC_0288225,0.00022366449208344462
ISIC_0290187,7.483115155640411e-05
ISIC_0291705,7.698583981097626e-05
ISIC_0292996,0.03414856832413858
ISIC_0294150,0.0012698022002631218
ISIC_0296540,0.00015246259221561448
ISIC_0297539,0.00040581360092710526
ISIC_0297702,0.0009359383136693044
