epoch,loss,loss_val,train_acc,val_acc,train_roc,val_roc,lr
0.0,0.011748683205584837,0.010799172487052333,0.981725034408931,0.9822521419828641,0.49974699311042775,0.7347634010097753,0.001
1.0,0.010854395914613566,0.010460806427457378,0.9821455880103992,0.9822521419828641,0.49996107586314276,0.7878800085938339,0.001
2.0,0.010977261751285371,0.011087887014141689,0.9820308915736351,0.9822521419828641,0.49990268965785684,0.7345754108926845,0.001
3.0,0.010518084433681175,0.010301579850867751,0.9821838201559872,0.9822521419828641,0.4999805379315714,0.7859087979374798,0.001
4.0,0.010432279098092542,0.011207824879561892,0.9821838201559872,0.9799571603427173,0.4999805379315714,0.8019188419808788,0.001
5.0,0.010090695019956275,0.01003640557063387,0.9821838201559872,0.9822521419828641,0.4999805379315714,0.8161993769470406,0.001
6.0,0.010075804468726498,0.010027869692347067,0.9821455880103992,0.9822521419828641,0.49996107586314276,0.8048394027285423,0.001
7.0,0.009938517879693062,0.010058266425739606,0.9820308915736351,0.9819461444308446,0.49990268965785684,0.8182632398753894,0.001
8.0,0.009929330773836184,0.010136398982083595,0.9820691237192232,0.9822521419828641,0.49992215172628546,0.8043922548071758,0.001
9.0,0.009772947360095622,0.00982350010683189,0.9821838201559872,0.9820991432068543,0.4999805379315714,0.8227588892469653,0.001
10.0,0.009667936155062043,0.009919659993509395,0.9821838201559872,0.9820991432068543,0.5010363446803471,0.822100923837147,0.001
11.0,0.009603283357784152,0.009770234440105814,0.9822985165927511,0.981640146878825,0.5021505376344086,0.8326364271135461,0.001
12.0,0.009460626761382367,0.010160013304060892,0.9821073558648111,0.9813341493268054,0.5009974205434897,0.8233456869695992,0.001
13.0,0.009555408978145016,0.009729767062026162,0.9821455880103992,0.9820991432068543,0.49996107586314276,0.8261440541411537,0.001
14.0,0.009426249335615929,0.009703229533858165,0.9822602844471632,0.9817931456548348,0.5031868823147556,0.8338825330325492,0.001
15.0,0.009518177403194201,0.010224995739403782,0.9821838201559872,0.981640146878825,0.5010363446803471,0.7983819422064669,0.001
16.0,0.009335855670764637,0.010007442495500814,0.9821838201559872,0.981640146878825,0.5010363446803471,0.8174495112256956,0.001
17.0,0.00926721326050098,0.010293713852248311,0.9822220523015751,0.9793451652386781,0.5021116134975514,0.8345727253195833,0.001
18.0,0.009241002268734332,0.009974817491361343,0.9819926594280471,0.9813341493268054,0.5019948410869796,0.8320764851219249,0.001
19.0,0.009083027036023993,0.009934785904759208,0.9822220523015751,0.9810281517747858,0.5021116134975514,0.8276412611451285,0.001
