epoch,loss,loss_val,train_acc,val_acc,train_roc,val_roc,lr
0.0,0.006480074948736093,0.006264487148890828,0.982159911372579,0.9815809669992326,0.503128575586647,0.8279297411772314,0.001
1.0,0.006226747042350803,0.006106076711189811,0.9820071054742713,0.9809669992325403,0.5009391456062523,0.8494888748780789,0.001
2.0,0.00607782269288625,0.006150810149693411,0.9820835084234252,0.9814274750575595,0.5030896832406607,0.8484501888764948,0.001
3.0,0.006069418198386924,0.006349359442708986,0.9822363143217329,0.9805065234075211,0.5042232905768446,0.8412709960069191,0.001
4.0,0.006055716240197614,0.006574816631899428,0.9820835084234252,0.9792785878741366,0.5020338605964497,0.8380229130629246,0.001
5.0,0.005600381057928473,0.005999833946323547,0.9824655231691943,0.9806600153491941,0.5117307261242816,0.8632949113816275,0.0003
6.0,0.005587102097650582,0.0059228982581007944,0.9823509187454635,0.9811204911742134,0.5085049196726686,0.8692212145216656,0.0003
7.0,0.005484094097475651,0.005940403398160314,0.9823891202200405,0.9809669992325403,0.5095801884898729,0.8682215971245507,0.0003
8.0,0.005399388007202162,0.005917255794046931,0.9826947320166558,0.9814274750575595,0.5213498069601408,0.8683414973244742,0.0003
9.0,0.0053915756559619185,0.005827864541755081,0.9825037246437712,0.9814274750575595,0.513861817585697,0.8730398338102399,0.0003
10.0,0.005298875435772237,0.005847111987034023,0.9824273216946174,0.9815809669992326,0.5180462158165553,0.8740077921658018,0.0003
11.0,0.005239184531019077,0.005890735802891094,0.982618329067502,0.9812739831158864,0.5223667372583657,0.872930037559748,0.0003
12.0,0.0052415041668422676,0.005975728475450126,0.9827711349658097,0.9808135072908672,0.5245561672387606,0.8684869941962915,0.0003
13.0,0.005257487394465936,0.005897001059978188,0.9827711349658097,0.9812739831158864,0.5235003445945494,0.8718832683986183,0.0003
14.0,0.005023047133095141,0.005945107299044331,0.9824273216946174,0.9818879508825786,0.5201578611049775,0.8751663783673096,8.999999999999999e-05
15.0,0.0049333466273108195,0.006004939278561253,0.9828857393895405,0.9820414428242518,0.5309494416230068,0.8713241831967279,8.999999999999999e-05
16.0,0.00483963703142423,0.006089183124903009,0.982618329067502,0.9818879508825786,0.5360924316331106,0.8710628277047598,8.999999999999999e-05
17.0,0.004865232408418867,0.006070379106375601,0.9826947320166558,0.9818879508825786,0.5319080334022522,0.8709361915385485,8.999999999999999e-05
18.0,0.004813994013617158,0.006142862534853797,0.9828475379149635,0.9817344589409056,0.5330416407384361,0.8679023123225073,2.6999999999999996e-05
19.0,0.004831274109064472,0.006136186625555633,0.9829239408641174,0.9817344589409056,0.5341363557286335,0.8705899628713538,2.6999999999999996e-05
