epoch,loss,loss_val,train_acc,val_acc,train_roc,val_roc,lr
0.0,0.004805575974915618,0.004556631297228288,0.9817117496269656,0.9821510297482837,0.5009607319241871,0.8684924978028427,0.001
1.0,0.004592892633413667,0.004396234291252587,0.9818265294410223,0.9821510297482837,0.4999610485724302,0.8798652764170004,0.001
2.0,0.004498235331316629,0.004524871337985511,0.9819030493170601,0.9821510297482837,0.5010581104931117,0.8857332133194202,0.001
3.0,0.004458860803551972,0.004460439616391573,0.9819030493170601,0.9823035850495805,0.5010581104931117,0.8895168377926997,0.001
4.0,0.004393980444932785,0.004455002324341659,0.9818265294410223,0.9823035850495805,0.4999610485724302,0.8862031793066276,0.001
5.0,0.004436530266667091,0.004325314151964269,0.9819030493170601,0.9823035850495805,0.5,0.88351415075553,0.001
6.0,0.004323119012244191,0.004334303264951577,0.9819030493170601,0.9823035850495805,0.5,0.8888278198623026,0.001
7.0,0.004009939411302451,0.004213282359691342,0.981941309255079,0.9827612509534707,0.5021356967000082,0.8990369680024853,0.0003
8.0,0.003928994522908723,0.004467121058688101,0.9817882695030034,0.9826086956521739,0.5009996833517569,0.8879277155139224,0.0003
9.0,0.0038505806268014347,0.004282950843037209,0.9818265294410223,0.9829138062547673,0.5020772695586535,0.8974027077475353,0.0003
10.0,0.0038267899008327614,0.004347005847905303,0.9818265294410223,0.9827612509534707,0.5063097115311,0.8967787416063279,0.0003
11.0,0.0036670793706415294,0.004319284217038585,0.981941309255079,0.9816933638443935,0.5074262491655664,0.8958998786584993,8.999999999999999e-05
12.0,0.0035612281067517425,0.004358860680962528,0.9819795691930979,0.9818459191456903,0.5137943878380211,0.8950807571497227,8.999999999999999e-05
