epoch,loss,loss_val,train_acc,val_acc,train_roc,val_roc,lr
0.0,0.005636413511514168,0.005349000404050669,0.981663292203079,0.9821949347659248,0.49972775357809585,0.7230224550172171,0.001
1.0,0.005118251607255815,0.005184961133582928,0.9821981128471559,0.9821949347659248,0.5,0.7595158995748258,0.001
2.0,0.004994754778060722,0.005084871840952729,0.982159911372579,0.9821949347659248,0.49998055382700685,0.7765653038459673,0.001
3.0,0.004981739750129225,0.00498103493229927,0.982159911372579,0.9821949347659248,0.49998055382700685,0.7925766957121533,0.001
4.0,0.0048344624593271044,0.004794516737239774,0.9821981128471559,0.9821949347659248,0.5,0.8245186478490713,0.001
5.0,0.004847163032752735,0.004795559222830698,0.982159911372579,0.9821949347659248,0.49998055382700685,0.8219259744248831,0.001
6.0,0.004764772041902827,0.004873705889775217,0.9821981128471559,0.9821949347659248,0.5,0.8049600961357108,0.001
7.0,0.0046398555387626795,0.004693425697233765,0.9822363143217329,0.9821949347659248,0.5010752688172043,0.8457477192018149,0.001
8.0,0.0045812044531825195,0.004791914793882156,0.982159911372579,0.9821949347659248,0.49998055382700685,0.8240390470493774,0.001
9.0,0.004582797986150608,0.004669607416830288,0.982159911372579,0.9820414428242518,0.49998055382700685,0.8553020137844815,0.001
10.0,0.0045617695366692995,0.005057173131529816,0.9821981128471559,0.9821949347659248,0.5,0.8456709291861336,0.001
11.0,0.004485474833565411,0.005096395911487335,0.9822363143217329,0.9821949347659248,0.5010752688172043,0.794647331749034,0.001
12.0,0.00446552758205749,0.004455902896276858,0.9822363143217329,0.9821949347659248,0.5010752688172043,0.8677123580731902,0.001
13.0,0.004476944497447512,0.004672174118187619,0.9821981128471559,0.9821949347659248,0.5,0.8445837442272769,0.001
14.0,0.0044260800783707255,0.004606325631705345,0.9820835084234252,0.9818879508825786,0.5020533067694429,0.8529484671635116,0.001
15.0,0.004387858633778663,0.004488655116947987,0.9821981128471559,0.9817344589409056,0.5,0.8589192276810492,0.001
16.0,0.004108574642487171,0.00448507270420146,0.9823127172708866,0.9817344589409056,0.5032258064516129,0.8668676679006957,0.0003
17.0,0.004025243623196053,0.004493315583793625,0.9822363143217329,0.9821949347659248,0.5052985593940489,0.8710884243766537,0.0003
18.0,0.003942484827820691,0.004457991084738628,0.982159911372579,0.9815809669992326,0.5052596670480626,0.873138852514671,0.0003
19.0,0.003933434718081667,0.004529627172096975,0.9825037246437712,0.9820414428242518,0.5149370864029013,0.8683091646862926,0.0003
